elapsed_s,terrain,confidence,traversability_score,speed_ms,x_est
71.24,bedrock,0.805,0.6394,0.0387,0.88
71.26,bedrock,0.847,0.6394,0.0387,0.88
71.26,bedrock,0.847,0.654,0.0387,0.88
71.34,bedrock,0.847,0.654,0.0367,0.88
71.43,bedrock,0.847,0.654,0.0367,0.88
71.53,bedrock,0.847,0.654,0.0367,0.89
71.53,bedrock,0.847,0.654,0.0367,0.89
71.63,bedrock,0.847,0.654,0.0367,0.89
71.63,bedrock,0.847,0.654,0.0367,0.89
71.73,bedrock,0.847,0.654,0.0367,0.89
71.74,bedrock,0.847,0.654,0.0367,0.9
71.83,bedrock,0.847,0.654,0.0367,0.9
71.93,bedrock,0.847,0.654,0.0367,0.9
72.0,bedrock,0.85,0.654,0.0367,0.91
72.01,bedrock,0.85,0.6331,0.0367,0.91
72.03,bedrock,0.85,0.6331,0.0362,0.91
72.13,bedrock,0.85,0.6331,0.0362,0.91
72.13,bedrock,0.85,0.6331,0.0362,0.91
72.23,bedrock,0.85,0.6331,0.0362,0.91
72.23,bedrock,0.85,0.6331,0.0362,0.92
72.33,bedrock,0.85,0.6331,0.0362,0.92
72.33,bedrock,0.85,0.6331,0.0362,0.92
72.43,bedrock,0.85,0.6331,0.0362,0.92
72.44,bedrock,0.85,0.6331,0.0362,0.92
72.53,bedrock,0.85,0.6331,0.0362,0.92
72.63,bedrock,0.85,0.6331,0.0362,0.93
72.63,bedrock,0.85,0.6331,0.0362,0.93
72.73,bedrock,0.85,0.6331,0.0362,0.93
72.73,bedrock,0.85,0.6331,0.0362,0.93
72.75,bedrock,0.907,0.6331,0.0362,0.93
72.75,bedrock,0.907,0.6579,0.0362,0.93
72.83,bedrock,0.907,0.6579,0.0354,0.93
72.93,bedrock,0.907,0.6579,0.0354,0.94
72.93,bedrock,0.907,0.6579,0.0354,0.94
73.03,bedrock,0.907,0.6579,0.0354,0.94
73.03,bedrock,0.907,0.6579,0.0354,0.94
73.13,bedrock,0.907,0.6579,0.0354,0.94
73.14,bedrock,0.907,0.6579,0.0354,0.95
73.23,bedrock,0.907,0.6579,0.0354,0.95
73.33,bedrock,0.907,0.6579,0.0354,0.95
73.33,bedrock,0.907,0.6579,0.0354,0.96
73.36,bedrock,0.873,0.6579,0.0354,0.96
73.36,bedrock,0.873,0.6406,0.0354,0.96
73.43,bedrock,0.873,0.6406,0.0354,0.96
73.53,bedrock,0.873,0.6406,0.0354,0.96
73.53,bedrock,0.873,0.6406,0.0354,0.96
73.63,bedrock,0.873,0.6406,0.0354,0.96
73.63,bedrock,0.873,0.6406,0.0354,0.97
73.73,bedrock,0.873,0.6406,0.0354,0.97
73.73,bedrock,0.873,0.6406,0.0354,0.97
73.83,bedrock,0.873,0.6406,0.0354,0.97
73.83,bedrock,0.873,0.6406,0.0354,0.97
73.93,bedrock,0.873,0.6406,0.0354,0.97
73.94,bedrock,0.873,0.6406,0.0354,0.98
73.99,bedrock,0.834,0.6406,0.0354,0.98
74.0,bedrock,0.834,0.6145,0.0354,0.98
74.03,bedrock,0.834,0.6145,0.0363,0.98
74.12,bedrock,0.834,0.6145,0.0363,0.98
74.13,bedrock,0.834,0.6145,0.0363,0.98
74.23,bedrock,0.834,0.6145,0.0363,0.98
74.23,bedrock,0.834,0.6145,0.0363,0.99
74.33,bedrock,0.834,0.6145,0.0363,0.99
74.34,bedrock,0.834,0.6145,0.0363,0.99
74.43,bedrock,0.834,0.6145,0.0363,0.99
74.52,bedrock,0.882,0.6145,0.0363,0.99
74.52,bedrock,0.882,0.6332,0.0363,1.0
74.53,bedrock,0.882,0.6332,0.0363,1.0
74.63,bedrock,0.882,0.6332,0.0363,1.0
74.63,bedrock,0.882,0.6332,0.0363,1.0
74.73,bedrock,0.882,0.6332,0.0363,1.0
74.83,bedrock,0.882,0.6332,0.0363,1.01
74.83,bedrock,0.882,0.6332,0.0363,1.01
74.93,bedrock,0.882,0.6332,0.0363,1.01
74.93,bedrock,0.882,0.6332,0.0363,1.01
75.03,bedrock,0.882,0.6332,0.0363,1.01
75.03,bedrock,0.882,0.6332,0.0363,1.02
75.04,bedrock,0.905,0.6332,0.0363,1.02
75.05,bedrock,0.905,0.6612,0.0363,1.02
75.13,bedrock,0.905,0.6612,0.0363,1.02
75.23,bedrock,0.905,0.6612,0.0363,1.02
75.23,bedrock,0.905,0.6612,0.0363,1.02
75.33,bedrock,0.905,0.6612,0.0363,1.02
75.33,bedrock,0.905,0.6612,0.0363,1.03
75.43,bedrock,0.905,0.6612,0.0363,1.03
75.43,bedrock,0.905,0.6612,0.0363,1.03
75.53,bedrock,0.905,0.6612,0.0363,1.03
75.54,bedrock,0.905,0.6612,0.0363,1.03
75.64,bedrock,0.951,0.6612,0.0363,1.04
75.64,bedrock,0.951,0.6749,0.0363,1.04
75.64,bedrock,0.951,0.6749,0.0363,1.04
75.64,bedrock,0.951,0.6749,0.0363,1.04
75.73,bedrock,0.951,0.6749,0.0354,1.04
75.83,bedrock,0.951,0.6749,0.0354,1.04
75.83,bedrock,0.951,0.6749,0.0354,1.05
75.94,bedrock,0.951,0.6749,0.0354,1.05
75.94,bedrock,0.951,0.6749,0.0354,1.05
76.03,bedrock,0.951,0.6749,0.0354,1.05
76.13,bedrock,0.951,0.6749,0.0354,1.05
76.23,bedrock,0.951,0.6749,0.0354,1.06
76.24,bedrock,0.951,0.6749,0.0354,1.06
76.33,bedrock,0.964,0.6749,0.0354,1.06
76.33,bedrock,0.964,0.6782,0.0354,1.06
76.34,bedrock,0.964,0.6782,0.0354,1.06
76.43,bedrock,0.964,0.6782,0.0338,1.06
76.52,bedrock,0.964,0.6782,0.0338,1.07
76.53,bedrock,0.964,0.6782,0.0338,1.07
76.63,bedrock,0.964,0.6782,0.0338,1.07
76.63,bedrock,0.964,0.6782,0.0338,1.07
76.73,bedrock,0.964,0.6782,0.0338,1.07
76.83,bedrock,0.964,0.6782,0.0338,1.08
76.84,bedrock,0.964,0.6782,0.0338,1.08
76.88,bedrock,0.929,0.6782,0.0338,1.08
76.88,bedrock,0.929,0.6572,0.0338,1.08
76.93,bedrock,0.929,0.6572,0.0332,1.08
77.03,bedrock,0.929,0.6572,0.0332,1.08
77.03,bedrock,0.929,0.6572,0.0332,1.09
77.13,bedrock,0.929,0.6572,0.0332,1.09
77.22,bedrock,0.929,0.6572,0.0332,1.09
77.23,bedrock,0.929,0.6572,0.0332,1.09
77.33,bedrock,0.929,0.6572,0.0332,1.09
77.33,bedrock,0.929,0.6572,0.0332,1.1
77.43,bedrock,0.929,0.6572,0.0332,1.1
77.43,bedrock,0.929,0.6572,0.0332,1.1
77.49,bedrock,0.976,0.6572,0.0332,1.1
77.49,bedrock,0.976,0.6876,0.0332,1.1
77.53,bedrock,0.976,0.6876,0.0326,1.1
77.63,bedrock,0.976,0.6876,0.0326,1.1
77.73,bedrock,0.976,0.6876,0.0326,1.11
77.73,bedrock,0.976,0.6876,0.0326,1.11
77.83,bedrock,0.976,0.6876,0.0326,1.11
77.94,bedrock,0.976,0.6876,0.0326,1.11
77.94,bedrock,0.976,0.6876,0.0326,1.12
78.02,bedrock,0.975,0.6876,0.0326,1.12
78.02,bedrock,0.975,0.6869,0.0326,1.12
78.03,bedrock,0.975,0.6869,0.0323,1.12
78.13,bedrock,0.975,0.6869,0.0323,1.12
78.13,bedrock,0.975,0.6869,0.0323,1.12
78.23,bedrock,0.975,0.6869,0.0323,1.12
78.23,bedrock,0.975,0.6869,0.0323,1.13
78.33,bedrock,0.975,0.6869,0.0323,1.13
78.43,bedrock,0.975,0.6869,0.0323,1.13
78.43,bedrock,0.975,0.6869,0.0323,1.13
78.53,bedrock,0.975,0.6869,0.0323,1.13
78.64,bedrock,0.975,0.6869,0.0323,1.14
78.64,bedrock,0.975,0.6869,0.0323,1.14
78.73,bedrock,0.975,0.6869,0.0323,1.14
78.8,bedrock,0.922,0.6869,0.0323,1.14
78.8,bedrock,0.922,0.6527,0.0323,1.14
78.83,bedrock,0.922,0.6527,0.0329,1.14
78.93,bedrock,0.922,0.6527,0.0329,1.15
78.93,bedrock,0.922,0.6527,0.0329,1.15
79.03,bedrock,0.922,0.6527,0.0329,1.15
79.03,bedrock,0.922,0.6527,0.0329,1.15
79.13,bedrock,0.922,0.6527,0.0329,1.15
79.14,bedrock,0.922,0.6527,0.0329,1.16
79.23,bedrock,0.922,0.6527,0.0329,1.16
79.33,bedrock,0.922,0.6527,0.0329,1.16
79.33,bedrock,0.922,0.6527,0.0329,1.16
79.43,bedrock,0.873,0.6527,0.0329,1.16
79.43,bedrock,0.873,0.6147,0.0329,1.17
79.43,bedrock,0.873,0.6147,0.034,1.17
79.53,bedrock,0.873,0.6147,0.034,1.17
79.64,bedrock,0.873,0.6147,0.034,1.17
79.64,bedrock,0.873,0.6147,0.034,1.17
79.73,bedrock,0.873,0.6147,0.034,1.17
79.83,bedrock,0.873,0.6147,0.034,1.18
79.84,bedrock,0.873,0.6147,0.034,1.18
79.93,bedrock,0.873,0.6147,0.034,1.18
79.98,bedrock,0.94,0.6147,0.034,1.18
79.98,bedrock,0.94,0.66,0.034,1.18
80.03,bedrock,0.94,0.66,0.0346,1.18
80.13,bedrock,0.94,0.66,0.0346,1.19
80.13,bedrock,0.94,0.66,0.0346,1.19
80.23,bedrock,0.94,0.66,0.0346,1.19
80.24,bedrock,0.94,0.66,0.0346,1.19
80.33,bedrock,0.94,0.66,0.0346,1.19
80.43,bedrock,0.94,0.66,0.0346,1.2
80.44,bedrock,0.94,0.66,0.0346,1.2
80.53,bedrock,0.94,0.66,0.0346,1.2
80.63,bedrock,0.94,0.66,0.0346,1.2
80.63,bedrock,0.94,0.66,0.0346,1.21
80.7,bedrock,0.921,0.66,0.0346,1.21
80.71,bedrock,0.921,0.6479,0.0346,1.21
80.73,bedrock,0.921,0.6479,0.0356,1.21
80.83,bedrock,0.921,0.6479,0.0356,1.21
80.83,bedrock,0.921,0.6479,0.0356,1.21
80.93,bedrock,0.921,0.6479,0.0356,1.21
80.93,bedrock,0.921,0.6479,0.0356,1.22
81.03,bedrock,0.921,0.6479,0.0356,1.22
81.03,bedrock,0.921,0.6479,0.0356,1.22
81.13,bedrock,0.921,0.6479,0.0356,1.22
81.14,bedrock,0.921,0.6479,0.0356,1.22
81.23,bedrock,0.921,0.6479,0.0356,1.22
81.33,bedrock,0.882,0.6479,0.0356,1.23
81.33,bedrock,0.882,0.6236,0.0356,1.23
81.33,bedrock,0.882,0.6236,0.0356,1.23
81.33,bedrock,0.882,0.6236,0.0356,1.23
81.43,bedrock,0.882,0.6236,0.0363,1.23
81.53,bedrock,0.882,0.6236,0.0363,1.23
81.53,bedrock,0.882,0.6236,0.0363,1.24
81.63,bedrock,0.882,0.6236,0.0363,1.24
81.73,bedrock,0.882,0.6236,0.0363,1.24
81.73,bedrock,0.882,0.6236,0.0363,1.25
81.83,bedrock,0.882,0.6236,0.0363,1.25
81.83,bedrock,0.882,0.6236,0.0363,1.25
81.91,bedrock,0.74,0.6236,0.0363,1.25
81.92,bedrock,0.74,0.5229,0.0363,1.25
81.93,bedrock,0.74,0.5229,0.0386,1.25
82.03,bedrock,0.74,0.5229,0.0386,1.25
82.12,bedrock,0.74,0.5229,0.0386,1.26
82.13,bedrock,0.74,0.5229,0.0386,1.26
82.23,bedrock,0.74,0.5229,0.0386,1.26
82.24,bedrock,0.74,0.5229,0.0386,1.26
82.33,bedrock,0.74,0.5229,0.0386,1.27
82.34,bedrock,0.74,0.5229,0.0386,1.27
82.44,bedrock,0.74,0.5229,0.0386,1.27
82.44,bedrock,0.74,0.5229,0.0386,1.27
82.53,bedrock,0.579,0.5229,0.0386,1.27
82.53,bedrock,0.579,0.4159,0.0386,1.28
82.53,bedrock,0.579,0.4159,0.0386,1.28
82.62,bedrock,0.579,0.4159,0.0447,1.28
82.73,bedrock,0.579,0.4159,0.0447,1.28
82.73,bedrock,0.579,0.4159,0.0447,1.28
82.83,bedrock,0.579,0.4159,0.0447,1.28
82.85,bedrock,0.579,0.4159,0.0447,1.29
82.93,bedrock,0.579,0.4159,0.0447,1.29
83.03,bedrock,0.579,0.4159,0.0447,1.29
83.03,bedrock,0.579,0.4159,0.0447,1.3
83.11,soil,0.581,0.4159,0.0447,1.3
83.11,soil,0.581,0.2918,0.0447,1.3
83.21,soil,0.581,0.2918,0.0447,1.3
83.21,soil,0.581,0.2918,0.0447,1.31
83.23,soil,0.581,0.2918,0.0536,1.31
83.33,soil,0.581,0.2918,0.0536,1.31
83.43,soil,0.581,0.2918,0.0536,1.31
83.43,soil,0.581,0.2918,0.0536,1.32
83.53,soil,0.581,0.2918,0.0536,1.32
83.62,soil,0.581,0.2918,0.0536,1.32
83.68,soil,0.645,0.2918,0.0536,1.33
83.69,soil,0.645,0.2475,0.0536,1.33
83.73,soil,0.645,0.2475,0.063,1.33
83.83,soil,0.645,0.2475,0.063,1.33
83.93,soil,0.645,0.2475,0.063,1.34
83.93,soil,0.645,0.2475,0.063,1.35
84.03,soil,0.645,0.2475,0.063,1.35
84.05,soil,0.645,0.2475,0.063,1.35
84.12,soil,0.645,0.2475,0.063,1.35
84.23,soil,0.645,0.2475,0.063,1.36
84.24,soil,0.645,0.2475,0.063,1.37
84.28,soil,0.683,0.2475,0.063,1.37
84.28,soil,0.683,0.2215,0.063,1.37
84.34,soil,0.683,0.2215,0.0706,1.37
84.43,soil,0.683,0.2215,0.0706,1.37
84.53,soil,0.683,0.2215,0.0706,1.38
84.64,soil,0.683,0.2215,0.0706,1.39
84.64,soil,0.683,0.2215,0.0706,1.39
84.73,soil,0.683,0.2215,0.0706,1.39
84.83,soil,0.683,0.2215,0.0706,1.4
84.83,soil,0.683,0.2215,0.0706,1.41
84.93,soil,0.683,0.2215,0.0706,1.41
84.93,soil,0.716,0.2215,0.0706,1.41
84.94,soil,0.716,0.1984,0.0706,1.41
85.03,soil,0.716,0.1984,0.076,1.41
85.13,soil,0.716,0.1984,0.076,1.42
85.13,soil,0.716,0.1984,0.076,1.43
85.23,soil,0.716,0.1984,0.076,1.43
85.23,soil,0.716,0.1984,0.076,1.44
85.33,soil,0.716,0.1984,0.076,1.44
85.43,soil,0.716,0.1984,0.076,1.44
85.44,soil,0.716,0.1984,0.076,1.45
85.48,soil,0.69,0.1984,0.076,1.45
85.49,soil,0.69,0.216,0.076,1.46
85.53,soil,0.69,0.216,0.0779,1.46
85.64,soil,0.69,0.216,0.0779,1.46
85.64,soil,0.69,0.216,0.0779,1.47
85.73,soil,0.69,0.216,0.0779,1.47
85.83,soil,0.69,0.216,0.0779,1.47
85.83,soil,0.69,0.216,0.0779,1.48
85.93,soil,0.69,0.216,0.0779,1.48
85.94,soil,0.69,0.216,0.0779,1.49
86.05,soil,0.69,0.216,0.0779,1.49
86.06,soil,0.69,0.216,0.0779,1.5
86.11,soil,0.699,0.216,0.0779,1.5
86.11,soil,0.699,0.2104,0.0779,1.5
86.13,soil,0.699,0.2104,0.0788,1.5
86.22,soil,0.699,0.2104,0.0788,1.51
86.23,soil,0.699,0.2104,0.0788,1.51
86.33,soil,0.699,0.2104,0.0788,1.51
86.33,soil,0.699,0.2104,0.0788,1.52
86.43,soil,0.699,0.2104,0.0788,1.52
86.53,soil,0.699,0.2104,0.0788,1.53
86.53,soil,0.699,0.2104,0.0788,1.54
86.63,soil,0.699,0.2104,0.0788,1.54
86.63,soil,0.699,0.2104,0.0788,1.55
86.73,soil,0.699,0.2104,0.0788,1.55
86.83,soil,0.699,0.2104,0.0788,1.55
86.84,soil,0.699,0.2104,0.0788,1.56
86.93,soil,0.699,0.2104,0.0788,1.56
86.93,soil,0.699,0.2104,0.0788,1.57
87.04,soil,0.699,0.2104,0.0788,1.57
87.04,soil,0.699,0.2104,0.0788,1.58
87.09,soil,0.796,0.2104,0.0788,1.58
87.09,soil,0.796,0.1428,0.0788,1.58
87.13,soil,0.796,0.1428,0.0808,1.58
87.23,soil,0.796,0.1428,0.0808,1.58
87.34,soil,0.796,0.1428,0.0808,1.59
87.34,soil,0.796,0.1428,0.0808,1.6
87.43,soil,0.796,0.1428,0.0808,1.6
87.53,soil,0.796,0.1428,0.0808,1.61
87.63,soil,0.796,0.1428,0.0808,1.62
87.63,soil,0.796,0.1428,0.0808,1.62
87.74,soil,0.796,0.1428,0.0808,1.62
87.83,soil,0.796,0.1428,0.0808,1.63
87.93,soil,0.796,0.1428,0.0808,1.64
87.93,soil,0.796,0.1428,0.0808,1.65
87.95,soil,0.734,0.1428,0.0808,1.65
87.96,soil,0.734,0.1857,0.0808,1.65
88.03,soil,0.734,0.1857,0.0811,1.65
88.14,soil,0.734,0.1857,0.0811,1.66
88.14,soil,0.734,0.1857,0.0811,1.67
88.24,soil,0.734,0.1857,0.0811,1.67
88.36,soil,0.734,0.1857,0.0811,1.67
88.36,soil,0.734,0.1857,0.0811,1.68
88.44,soil,0.734,0.1857,0.0811,1.68
88.53,soil,0.734,0.1857,0.0811,1.69
88.63,soil,0.734,0.1857,0.0811,1.7
88.63,soil,0.734,0.1857,0.0811,1.71
88.73,soil,0.734,0.1857,0.0811,1.71
88.73,soil,0.734,0.1857,0.0811,1.71
88.84,soil,0.734,0.1857,0.0811,1.71
88.84,soil,0.734,0.1857,0.0811,1.72
88.85,soil,0.756,0.1857,0.0811,1.72
88.86,soil,0.756,0.1705,0.0811,1.72
88.93,soil,0.756,0.1705,0.0823,1.72
89.03,soil,0.756,0.1705,0.0823,1.73
89.03,soil,0.756,0.1705,0.0823,1.74
89.13,soil,0.756,0.1705,0.0823,1.74
89.13,soil,0.756,0.1705,0.0823,1.75
89.23,soil,0.756,0.1705,0.0823,1.75
89.23,soil,0.756,0.1705,0.0823,1.75
89.33,soil,0.756,0.1705,0.0823,1.75
89.33,soil,0.756,0.1705,0.0823,1.76
89.43,soil,0.756,0.1705,0.0823,1.76
89.54,soil,0.756,0.1705,0.0823,1.77
89.54,soil,0.756,0.1705,0.0823,1.78
89.65,soil,0.756,0.1705,0.0823,1.78
89.66,soil,0.756,0.1705,0.0823,1.79
89.73,soil,0.756,0.1705,0.0823,1.79
89.83,soil,0.756,0.1705,0.0823,1.8
89.87,soil,0.564,0.1705,0.0823,1.8
89.87,soil,0.564,0.3044,0.0823,1.81
89.93,soil,0.564,0.3044,0.0799,1.81
