elapsed_s,terrain,confidence,speed_ms,x_est
66.79,uncertain,0.38,0.0,-0.37
66.89,uncertain,0.38,0.0,-0.37
66.95,uncertain,0.38,0.0,-0.37
66.99,uncertain,0.38,0.0,-0.37
67.09,uncertain,0.38,0.0,-0.37
67.11,uncertain,0.377,0.0,-0.37
67.15,uncertain,0.377,0.0,-0.37
67.19,uncertain,0.377,0.0,-0.37
67.29,uncertain,0.377,0.0,-0.37
67.36,uncertain,0.377,0.0,-0.37
67.39,uncertain,0.377,0.0,-0.37
67.44,uncertain,0.379,0.0,-0.37
67.49,uncertain,0.379,0.0,-0.37
67.56,uncertain,0.379,0.0,-0.37
67.59,uncertain,0.379,0.0,-0.37
67.7,uncertain,0.379,0.0,-0.37
67.79,uncertain,0.379,0.0,-0.37
67.79,uncertain,0.379,0.0,-0.37
67.79,uncertain,0.379,0.0,-0.37
67.89,uncertain,0.379,0.0,-0.37
67.99,uncertain,0.379,0.0,-0.37
68.0,uncertain,0.379,0.0,-0.37
68.09,uncertain,0.379,0.0,-0.37
68.09,uncertain,0.379,0.0,-0.37
68.18,uncertain,0.379,0.0,-0.37
68.19,uncertain,0.379,0.0,-0.37
68.29,uncertain,0.379,0.0,-0.37
68.39,uncertain,0.379,0.0,-0.37
68.39,uncertain,0.379,0.0,-0.37
68.43,uncertain,0.378,0.0,-0.37
68.49,uncertain,0.378,0.0,-0.37
68.59,uncertain,0.378,0.0,-0.37
68.59,uncertain,0.378,0.0,-0.37
68.69,uncertain,0.378,0.0,-0.37
68.7,uncertain,0.377,0.0,-0.37
68.79,uncertain,0.377,0.0,-0.37
68.8,uncertain,0.377,0.0,-0.37
68.89,uncertain,0.377,0.0,-0.37
68.99,uncertain,0.377,0.0,-0.37
69.01,uncertain,0.378,0.0,-0.37
69.01,uncertain,0.378,0.0,-0.37
69.09,uncertain,0.378,0.0,-0.37
69.19,uncertain,0.378,0.0,-0.37
69.22,uncertain,0.378,0.0,-0.37
69.29,uncertain,0.378,0.0,-0.37
69.32,uncertain,0.378,0.0,-0.37
69.39,uncertain,0.378,0.0,-0.37
69.42,uncertain,0.378,0.0,-0.37
69.49,uncertain,0.378,0.0,-0.37
69.59,uncertain,0.378,0.0,-0.37
69.63,uncertain,0.378,0.0,-0.37
69.67,uncertain,0.379,0.0,-0.37
69.7,uncertain,0.379,0.0,-0.37
69.79,uncertain,0.379,0.0,-0.37
69.83,uncertain,0.379,0.0,-0.37
69.9,uncertain,0.379,0.0,-0.37
69.99,uncertain,0.379,0.0,-0.37
70.06,uncertain,0.379,0.0,-0.37
70.09,uncertain,0.379,0.0,-0.37
70.09,uncertain,0.379,0.0,-0.37
70.19,uncertain,0.379,0.0,-0.37
70.26,uncertain,0.379,0.0,-0.37
70.29,uncertain,0.379,0.0,-0.37
70.39,uncertain,0.379,0.0,-0.37
70.44,uncertain,0.378,0.0,-0.37
70.48,uncertain,0.378,0.0,-0.37
70.49,uncertain,0.378,0.0,-0.37
70.59,uncertain,0.378,0.0,-0.37
70.69,uncertain,0.378,0.0,-0.37
70.69,uncertain,0.378,0.0,-0.37
70.75,uncertain,0.378,0.0,-0.37
70.79,uncertain,0.378,0.0,-0.37
70.89,uncertain,0.378,0.0,-0.37
70.89,uncertain,0.378,0.0,-0.37
70.99,uncertain,0.378,0.0,-0.37
71.08,uncertain,0.381,0.0,-0.37
71.09,uncertain,0.381,0.0,-0.37
71.09,uncertain,0.381,0.0,-0.37
71.19,uncertain,0.381,0.0,-0.37
71.29,uncertain,0.381,0.0,-0.37
71.29,uncertain,0.381,0.0,-0.37
71.39,uncertain,0.381,0.0,-0.37
71.41,uncertain,0.38,0.0,-0.37
71.49,uncertain,0.38,0.0,-0.37
71.49,uncertain,0.38,0.0,-0.37
71.59,uncertain,0.38,0.0,-0.37
71.69,uncertain,0.38,0.0,-0.37
71.7,uncertain,0.38,0.0,-0.37
71.76,uncertain,0.38,0.0,-0.37
71.79,uncertain,0.38,0.0,-0.37
71.89,uncertain,0.38,0.0,-0.37
71.9,uncertain,0.38,0.0,-0.37
71.99,uncertain,0.38,0.0,-0.37
72.08,uncertain,0.381,0.0,-0.37
72.09,uncertain,0.381,0.0,-0.37
72.11,uncertain,0.381,0.0,-0.37
72.19,uncertain,0.381,0.0,-0.37
72.29,uncertain,0.381,0.0,-0.37
72.31,uncertain,0.381,0.0,-0.37
72.39,uncertain,0.381,0.0,-0.37
72.51,uncertain,0.381,0.0,-0.37
72.54,uncertain,0.381,0.0,-0.37
72.56,uncertain,0.381,0.0,-0.37
72.59,uncertain,0.381,0.0,-0.37
72.69,uncertain,0.381,0.0,-0.37
72.78,uncertain,0.381,0.0,-0.37
72.79,uncertain,0.381,0.0,-0.37
72.9,uncertain,0.381,0.0,-0.37
72.99,uncertain,0.381,0.0,-0.37
73.08,uncertain,0.381,0.0,-0.37
73.09,uncertain,0.381,0.0,-0.37
73.13,uncertain,0.381,0.0,-0.37
73.19,uncertain,0.381,0.0,-0.37
73.29,uncertain,0.381,0.0,-0.37
73.29,uncertain,0.381,0.0,-0.37
73.41,uncertain,0.381,0.0,-0.37
73.49,uncertain,0.381,0.0,-0.37
73.53,uncertain,0.381,0.0,-0.37
73.61,uncertain,0.381,0.0,-0.37
73.62,uncertain,0.381,0.0,-0.37
73.7,uncertain,0.381,0.0,-0.37
73.74,uncertain,0.381,0.0,-0.37
73.79,uncertain,0.381,0.0,-0.37
73.89,uncertain,0.381,0.0,-0.37
73.95,uncertain,0.381,0.0,-0.37
73.99,uncertain,0.381,0.0,-0.37
74.03,uncertain,0.381,0.0,-0.37
74.09,uncertain,0.381,0.0,-0.37
74.17,uncertain,0.381,0.0,-0.37
74.19,uncertain,0.381,0.0,-0.37
74.3,uncertain,0.381,0.0,-0.37
74.4,uncertain,0.381,0.0,-0.37
74.4,uncertain,0.381,0.0,-0.37
74.44,uncertain,0.38,0.0,-0.37
74.49,uncertain,0.38,0.0,-0.37
74.59,uncertain,0.38,0.0,-0.37
74.6,uncertain,0.38,0.0,-0.37
74.69,uncertain,0.38,0.0,-0.37
74.79,uncertain,0.38,0.0,-0.37
74.82,uncertain,0.38,0.0,-0.37
74.88,uncertain,0.381,0.0,-0.37
74.89,uncertain,0.381,0.0,-0.37
74.99,uncertain,0.381,0.0,-0.37
75.03,uncertain,0.381,0.0,-0.37
75.09,uncertain,0.381,0.0,-0.37
75.19,uncertain,0.381,0.0,-0.37
75.22,uncertain,0.381,0.0,-0.37
75.24,uncertain,0.381,0.0,-0.37
75.3,uncertain,0.381,0.0,-0.37
75.39,uncertain,0.381,0.0,-0.37
75.44,uncertain,0.381,0.0,-0.37
75.49,uncertain,0.381,0.0,-0.37
75.59,uncertain,0.381,0.0,-0.37
75.59,uncertain,0.381,0.0,-0.37
75.65,uncertain,0.381,0.0,-0.37
75.69,uncertain,0.381,0.0,-0.37
75.79,uncertain,0.381,0.0,-0.37
75.86,uncertain,0.381,0.0,-0.37
75.89,uncertain,0.381,0.0,-0.37
75.96,uncertain,0.381,0.0,-0.37
75.99,uncertain,0.381,0.0,-0.37
76.06,uncertain,0.381,0.0,-0.37
76.09,uncertain,0.381,0.0,-0.37
76.19,uncertain,0.381,0.0,-0.37
76.27,uncertain,0.381,0.0,-0.37
76.29,uncertain,0.381,0.0,-0.37
76.3,uncertain,0.381,0.0,-0.37
76.39,uncertain,0.381,0.0,-0.37
76.48,uncertain,0.381,0.0,-0.37
76.49,uncertain,0.381,0.0,-0.37
76.59,uncertain,0.381,0.0,-0.37
76.69,uncertain,0.381,0.0,-0.37
76.7,uncertain,0.381,0.0,-0.37
76.74,uncertain,0.381,0.0,-0.37
76.79,uncertain,0.381,0.0,-0.37
76.89,uncertain,0.381,0.0,-0.37
76.91,uncertain,0.381,0.0,-0.37
76.99,uncertain,0.381,0.0,-0.37
77.08,uncertain,0.38,0.0,-0.37
77.09,uncertain,0.38,0.0,-0.37
77.11,uncertain,0.38,0.0,-0.37
77.19,uncertain,0.38,0.0,-0.37
77.29,uncertain,0.38,0.0,-0.37
77.32,uncertain,0.38,0.0,-0.37
77.39,uncertain,0.38,0.0,-0.37
77.43,uncertain,0.381,0.0,-0.37
77.49,uncertain,0.381,0.0,-0.37
77.53,uncertain,0.381,0.0,-0.37
77.59,uncertain,0.381,0.0,-0.37
77.69,uncertain,0.381,0.0,-0.37
77.73,uncertain,0.38,0.0,-0.37
77.73,uncertain,0.38,0.0,-0.37
77.79,uncertain,0.38,0.0,-0.37
77.89,uncertain,0.38,0.0,-0.37
77.94,uncertain,0.38,0.0,-0.37
77.99,uncertain,0.38,0.0,-0.37
78.07,uncertain,0.38,0.0,-0.37
78.09,uncertain,0.38,0.0,-0.37
78.14,uncertain,0.38,0.0,-0.37
78.19,uncertain,0.38,0.0,-0.37
78.29,uncertain,0.38,0.0,-0.37
78.34,uncertain,0.38,0.0,-0.37
78.37,uncertain,0.38,0.0,-0.37
78.39,uncertain,0.38,0.0,-0.37
78.49,uncertain,0.38,0.0,-0.37
78.55,uncertain,0.38,0.0,-0.37
78.59,uncertain,0.38,0.0,-0.37
78.69,uncertain,0.38,0.0,-0.37
78.72,uncertain,0.381,0.0,-0.37
78.76,uncertain,0.381,0.0,-0.37
78.79,uncertain,0.381,0.0,-0.37
78.89,uncertain,0.381,0.0,-0.37
78.97,uncertain,0.381,0.0,-0.37
78.99,uncertain,0.381,0.0,-0.37
79.0,uncertain,0.38,0.0,-0.37
79.09,uncertain,0.38,0.0,-0.37
79.17,uncertain,0.38,0.0,-0.37
79.19,uncertain,0.38,0.0,-0.37
79.29,uncertain,0.38,0.0,-0.37
79.32,uncertain,0.381,0.0,-0.37
79.37,uncertain,0.381,0.0,-0.37
79.39,uncertain,0.381,0.0,-0.37
79.49,uncertain,0.381,0.0,-0.37
79.59,uncertain,0.381,0.0,-0.37
79.61,uncertain,0.381,0.0,-0.37
79.65,uncertain,0.382,0.0,-0.37
79.69,uncertain,0.382,0.0,-0.37
79.79,uncertain,0.382,0.0,-0.37
79.82,uncertain,0.382,0.0,-0.37
79.89,uncertain,0.382,0.0,-0.37
79.95,uncertain,0.382,0.0,-0.37
79.99,uncertain,0.382,0.0,-0.37
80.02,uncertain,0.382,0.0,-0.37
80.09,uncertain,0.382,0.0,-0.37
80.19,uncertain,0.382,0.0,-0.37
80.2,uncertain,0.382,0.0,-0.37
80.26,uncertain,0.381,0.0,-0.37
80.29,uncertain,0.381,0.0,-0.37
80.39,uncertain,0.381,0.0,-0.37
80.4,uncertain,0.381,0.0,-0.37
80.49,uncertain,0.381,0.0,-0.37
80.59,uncertain,0.381,0.0,-0.37
80.62,uncertain,0.381,0.0,-0.37
80.62,uncertain,0.38,0.0,-0.37
80.69,uncertain,0.38,0.0,-0.37
80.8,uncertain,0.38,0.0,-0.37
80.84,uncertain,0.38,0.0,-0.37
80.89,uncertain,0.38,0.0,-0.37
81.0,uncertain,0.38,0.0,-0.37
81.06,uncertain,0.38,0.0,-0.37
81.08,uncertain,0.381,0.0,-0.37
81.09,uncertain,0.381,0.0,-0.37
81.19,uncertain,0.381,0.0,-0.37
81.25,uncertain,0.381,0.0,-0.37
81.29,uncertain,0.381,0.0,-0.37
81.39,uncertain,0.381,0.0,-0.37
81.42,uncertain,0.382,0.0,-0.37
81.47,uncertain,0.382,0.0,-0.37
81.49,uncertain,0.382,0.0,-0.37
81.59,uncertain,0.382,0.0,-0.37
81.67,uncertain,0.382,0.0,-0.37
81.7,uncertain,0.382,0.0,-0.37
81.79,uncertain,0.382,0.0,-0.37
81.82,uncertain,0.382,0.0,-0.37
81.89,uncertain,0.382,0.0,-0.37
81.92,uncertain,0.382,0.0,-0.37
81.99,uncertain,0.382,0.0,-0.37
82.09,uncertain,0.382,0.0,-0.37
82.14,uncertain,0.382,0.0,-0.37
82.15,uncertain,0.38,0.0,-0.37
82.19,uncertain,0.38,0.0,-0.37
82.29,uncertain,0.38,0.0,-0.37
82.37,uncertain,0.38,0.0,-0.37
82.39,uncertain,0.38,0.0,-0.37
82.49,uncertain,0.38,0.0,-0.37
82.51,uncertain,0.383,0.0,-0.37
82.56,uncertain,0.383,0.0,-0.37
82.59,uncertain,0.383,0.0,-0.37
82.69,uncertain,0.383,0.0,-0.37
82.76,uncertain,0.383,0.0,-0.37
82.79,uncertain,0.383,0.0,-0.37
82.89,uncertain,0.383,0.0,-0.37
82.92,uncertain,0.381,0.0,-0.37
82.99,uncertain,0.381,0.0,-0.37
82.99,uncertain,0.381,0.0,-0.37
83.1,uncertain,0.381,0.0,-0.37
83.19,uncertain,0.381,0.0,-0.37
83.2,uncertain,0.381,0.0,-0.37
83.28,uncertain,0.381,0.0,-0.37
83.29,uncertain,0.381,0.0,-0.37
83.39,uncertain,0.381,0.0,-0.37
83.4,uncertain,0.381,0.0,-0.37
83.49,uncertain,0.381,0.0,-0.37
83.59,uncertain,0.381,0.0,-0.37
83.61,uncertain,0.381,0.0,-0.37
83.65,uncertain,0.381,0.0,-0.37
83.7,uncertain,0.381,0.0,-0.37
83.79,uncertain,0.381,0.0,-0.37
83.81,uncertain,0.381,0.0,-0.37
83.89,uncertain,0.381,0.0,-0.37
83.99,uncertain,0.381,0.0,-0.37
83.99,uncertain,0.382,0.0,-0.37
84.02,uncertain,0.382,0.0,-0.37
84.09,uncertain,0.382,0.0,-0.37
84.19,uncertain,0.382,0.0,-0.37
84.23,uncertain,0.382,0.0,-0.37
84.29,uncertain,0.382,0.0,-0.37
84.35,uncertain,0.382,0.0,-0.37
84.39,uncertain,0.382,0.0,-0.37
84.43,uncertain,0.382,0.0,-0.37
84.49,uncertain,0.382,0.0,-0.37
84.6,uncertain,0.382,0.0,-0.37
84.64,uncertain,0.382,0.0,-0.37
84.69,uncertain,0.382,0.0,-0.37
84.71,uncertain,0.381,0.0,-0.37
84.79,uncertain,0.381,0.0,-0.37
84.84,uncertain,0.381,0.0,-0.37
84.89,uncertain,0.381,0.0,-0.37
84.99,uncertain,0.381,0.0,-0.37
85.05,uncertain,0.381,0.0,-0.37
85.06,uncertain,0.381,0.0,-0.37
85.09,uncertain,0.381,0.0,-0.37
85.19,uncertain,0.381,0.0,-0.37
85.25,uncertain,0.381,0.0,-0.37
85.29,uncertain,0.381,0.0,-0.37
85.39,uncertain,0.381,0.0,-0.37
85.4,uncertain,0.382,0.0,-0.37
85.46,uncertain,0.382,0.0,-0.37
85.49,uncertain,0.382,0.0,-0.37
85.6,uncertain,0.382,0.0,-0.37
85.67,uncertain,0.382,0.0,-0.37
85.69,uncertain,0.382,0.0,-0.37
85.75,uncertain,0.384,0.0,-0.37
85.79,uncertain,0.384,0.0,-0.37
85.88,uncertain,0.384,0.0,-0.37
85.89,uncertain,0.384,0.0,-0.37
86.0,uncertain,0.384,0.0,-0.37
86.08,uncertain,0.384,0.0,-0.37
86.09,uncertain,0.383,0.0,-0.37
86.09,uncertain,0.383,0.0,-0.37
86.19,uncertain,0.383,0.0,-0.37
86.29,uncertain,0.383,0.0,-0.37
86.3,uncertain,0.383,0.0,-0.37
86.39,uncertain,0.383,0.0,-0.37
86.49,uncertain,0.383,0.0,-0.37
86.51,uncertain,0.383,0.0,-0.37
86.59,uncertain,0.384,0.0,-0.37
86.59,uncertain,0.384,0.0,-0.37
86.69,uncertain,0.384,0.0,-0.37
86.71,uncertain,0.384,0.0,-0.37
86.79,uncertain,0.384,0.0,-0.37
86.89,uncertain,0.384,0.0,-0.37
86.92,uncertain,0.384,0.0,-0.37
86.93,uncertain,0.383,0.0,-0.37
86.99,uncertain,0.383,0.0,-0.37
87.09,uncertain,0.383,0.0,-0.37
87.13,uncertain,0.383,0.0,-0.37
87.19,uncertain,0.383,0.0,-0.37
87.29,uncertain,0.383,0.0,-0.37
87.38,uncertain,0.383,0.0,-0.37
87.39,uncertain,0.383,0.0,-0.37
87.41,uncertain,0.382,0.0,-0.37
87.49,uncertain,0.382,0.0,-0.37
87.58,uncertain,0.382,0.0,-0.37
87.59,uncertain,0.382,0.0,-0.37
87.69,uncertain,0.382,0.0,-0.37
87.78,uncertain,0.383,0.0,-0.37
87.79,uncertain,0.383,0.0,-0.37
87.79,uncertain,0.383,0.0,-0.37
87.89,uncertain,0.383,0.0,-0.37
88.0,uncertain,0.383,0.0,-0.37
88.0,uncertain,0.383,0.0,-0.37
88.09,uncertain,0.383,0.0,-0.37
88.17,uncertain,0.383,0.0,-0.37
88.19,uncertain,0.383,0.0,-0.37
88.2,uncertain,0.383,0.0,-0.37
88.29,uncertain,0.383,0.0,-0.37
88.39,uncertain,0.383,0.0,-0.37
88.41,uncertain,0.383,0.0,-0.37
88.49,uncertain,0.383,0.0,-0.37
88.53,uncertain,0.384,0.0,-0.37
88.59,uncertain,0.384,0.0,-0.37
88.61,uncertain,0.384,0.0,-0.37
88.69,uncertain,0.384,0.0,-0.37
88.8,uncertain,0.384,0.0,-0.37
88.83,uncertain,0.384,0.0,-0.37
88.89,uncertain,0.384,0.0,-0.37
88.9,uncertain,0.384,0.0,-0.37
88.99,uncertain,0.384,0.0,-0.37
89.03,uncertain,0.384,0.0,-0.37
89.09,uncertain,0.384,0.0,-0.37
89.19,uncertain,0.384,0.0,-0.37
89.24,uncertain,0.382,0.0,-0.37
89.25,uncertain,0.382,0.0,-0.37
89.29,uncertain,0.382,0.0,-0.37
89.39,uncertain,0.382,0.0,-0.37
89.47,uncertain,0.382,0.0,-0.37
89.52,uncertain,0.382,0.0,-0.37
89.59,uncertain,0.382,0.0,-0.37
89.69,uncertain,0.382,0.0,-0.37
89.72,uncertain,0.382,0.0,-0.37
89.74,uncertain,0.382,0.0,-0.37
89.79,uncertain,0.382,0.0,-0.37
89.89,uncertain,0.382,0.0,-0.37
89.93,uncertain,0.382,0.0,-0.37
89.99,uncertain,0.382,0.0,-0.37
