threshold,coverage,risk,safety_rate,safety_fail,n_confident,n_abstained
0.75101,0.818815331010453,0.029787234042553234,0.9825783972125436,0.017421602787456445,235,52
0.75553,0.818815331010453,0.029787234042553234,0.9825783972125436,0.017421602787456445,235,52
0.76005,0.8118466898954704,0.030042918454935674,0.9825783972125436,0.017421602787456445,233,54
0.76457,0.8013937282229965,0.02608695652173909,0.9860627177700348,0.013937282229965157,230,57
0.7691,0.7979094076655052,0.026200873362445365,0.9860627177700348,0.013937282229965157,229,58
0.77362,0.794425087108014,0.02631578947368418,0.9860627177700348,0.013937282229965157,228,59
0.77814,0.7874564459930313,0.026548672566371723,0.9860627177700348,0.013937282229965157,226,61
0.78266,0.7804878048780488,0.0267857142857143,0.9860627177700348,0.013937282229965157,224,63
0.78719,0.7804878048780488,0.0267857142857143,0.9860627177700348,0.013937282229965157,224,63
0.79171,0.7735191637630662,0.022522522522522515,0.9895470383275261,0.010452961672473868,222,65
0.79623,0.7735191637630662,0.022522522522522515,0.9895470383275261,0.010452961672473868,222,65
0.80075,0.7665505226480837,0.022727272727272707,0.9895470383275261,0.010452961672473868,220,67
0.80528,0.7526132404181185,0.02314814814814814,0.9895470383275261,0.010452961672473868,216,71
0.8098,0.7421602787456446,0.023474178403755874,0.9895470383275261,0.010452961672473868,213,74
0.81432,0.7421602787456446,0.023474178403755874,0.9895470383275261,0.010452961672473868,213,74
0.81884,0.7421602787456446,0.023474178403755874,0.9895470383275261,0.010452961672473868,213,74
0.82337,0.7386759581881533,0.02358490566037741,0.9895470383275261,0.010452961672473868,212,75
0.82789,0.7386759581881533,0.02358490566037741,0.9895470383275261,0.010452961672473868,212,75
0.83241,0.735191637630662,0.023696682464455,0.9895470383275261,0.010452961672473868,211,76
0.83693,0.7247386759581882,0.024038461538461564,0.9895470383275261,0.010452961672473868,208,79
0.84146,0.7212543554006968,0.024154589371980673,0.9895470383275261,0.010452961672473868,207,80
0.84598,0.7142857142857143,0.024390243902439046,0.9895470383275261,0.010452961672473868,205,82
0.8505,0.710801393728223,0.02450980392156865,0.9895470383275261,0.010452961672473868,204,83
0.85503,0.7038327526132404,0.024752475247524774,0.9895470383275261,0.010452961672473868,202,85
0.85955,0.7003484320557491,0.01990049751243783,0.9930313588850174,0.006968641114982578,201,86
0.86407,0.6968641114982579,0.020000000000000018,0.9930313588850174,0.006968641114982578,200,87
0.86859,0.6933797909407665,0.02010050251256279,0.9930313588850174,0.006968641114982578,199,88
0.87312,0.6933797909407665,0.02010050251256279,0.9930313588850174,0.006968641114982578,199,88
0.87764,0.686411149825784,0.015228426395939132,0.9965156794425087,0.003484320557491289,197,90
0.88216,0.6829268292682927,0.010204081632653073,1.0,0.0,196,91
0.88668,0.6759581881533101,0.010309278350515427,1.0,0.0,194,93
0.89121,0.6689895470383276,0.01041666666666663,1.0,0.0,192,95
0.89573,0.6480836236933798,0.010752688172043001,1.0,0.0,186,101
0.90025,0.6376306620209059,0.010928961748633892,1.0,0.0,183,104
0.90477,0.6306620209059234,0.011049723756906049,1.0,0.0,181,106
0.9093,0.627177700348432,0.011111111111111072,1.0,0.0,180,107
0.91382,0.6132404181184669,0.011363636363636354,1.0,0.0,176,111
0.91834,0.6027874564459931,0.011560693641618491,1.0,0.0,173,114
0.92286,0.5958188153310104,0.011695906432748537,1.0,0.0,171,116
0.92739,0.5853658536585366,0.011904761904761862,1.0,0.0,168,119
0.93191,0.578397212543554,0.012048192771084376,1.0,0.0,166,121
0.93643,0.5644599303135889,0.012345679012345734,1.0,0.0,162,125
0.94095,0.5644599303135889,0.012345679012345734,1.0,0.0,162,125
0.94548,0.554006968641115,0.012578616352201255,1.0,0.0,159,128
0.95,0.5470383275261324,0.01273885350318471,1.0,0.0,157,130
