run,t_s,distance_to_boundary_m,label,confidence,band
semantic_frontier_run2,223.78,1.189,bedrock,0.722,1.0-2.0m
semantic_frontier_run2,230.97,1.382,bedrock,0.613,1.0-2.0m
semantic_frontier_run2,235.72,1.595,bedrock,0.791,1.0-2.0m
semantic_frontier_run2,239.72,1.606,bedrock,0.653,1.0-2.0m
semantic_frontier_run2,247.8,1.69,bedrock,0.716,1.0-2.0m
semantic_frontier_run2,253.74,1.763,bedrock,0.516,1.0-2.0m
semantic_frontier_run2,257.88,1.804,soil,0.581,1.0-2.0m
semantic_frontier_run2,261.65,1.808,bedrock,0.406,1.0-2.0m
semantic_frontier_run2,266.83,1.802,bedrock,0.587,1.0-2.0m
semantic_frontier_run2,271.41,1.774,uncertain,0.372,1.0-2.0m
semantic_frontier_run2,279.29,1.501,soil,0.823,1.0-2.0m
semantic_frontier_run2,283.88,1.223,soil,0.644,1.0-2.0m
semantic_frontier_run2,288.09,1.158,soil,0.636,1.0-2.0m
semantic_frontier_run2,292.79,1.118,sand,0.507,1.0-2.0m
semantic_frontier_run2,297.93,1.046,sand,0.471,1.0-2.0m
semantic_frontier_run2,303.8,1.044,bedrock,0.561,1.0-2.0m
semantic_frontier_run2,316.77,1.044,bedrock,0.877,1.0-2.0m
semantic_frontier_run2,322.36,1.044,bedrock,0.651,1.0-2.0m
semantic_frontier_run2,329.11,1.044,soil,0.671,1.0-2.0m
semantic_frontier_run2,333.7,1.044,soil,0.535,1.0-2.0m
semantic_frontier_run2,338.23,1.044,bedrock,0.821,1.0-2.0m
semantic_frontier_run2,343.44,1.044,bedrock,0.913,1.0-2.0m
semantic_frontier_run2,351.18,1.044,soil,0.589,1.0-2.0m
semantic_frontier_run2,355.38,1.044,soil,0.7,1.0-2.0m
semantic_frontier_run2,361.54,1.044,bedrock,0.682,1.0-2.0m
semantic_frontier_run2,367.25,1.044,soil,0.543,1.0-2.0m
semantic_frontier_run2,371.88,1.044,bedrock,0.771,1.0-2.0m
semantic_frontier_run2,377.03,1.044,bedrock,0.56,1.0-2.0m
semantic_frontier_run2,380.89,1.044,bedrock,0.751,1.0-2.0m
semantic_frontier_run2,386.57,1.044,bedrock,0.837,1.0-2.0m
reobservation_official,-9.25,0.746,bedrock,0.757,0.6-1.0m
reobservation_official,-3.14,0.746,soil,0.738,0.6-1.0m
reobservation_official,3.72,0.744,soil,0.741,0.6-1.0m
reobservation_official,7.85,0.738,soil,0.719,0.6-1.0m
reobservation_official,17.37,0.617,sand,0.554,0.6-1.0m
reobservation_official,22.0,0.48,sand,0.726,0.3-0.6m
reobservation_official,25.65,0.449,soil,0.608,0.3-0.6m
reobservation_official,30.56,0.394,sand,0.745,0.3-0.6m
reobservation_official,34.12,0.352,sand,0.65,0.3-0.6m
reobservation_official,37.99,0.316,bedrock,0.574,0.3-0.6m
reobservation_official,43.88,0.324,soil,0.708,0.3-0.6m
reobservation_official,49.27,0.364,bedrock,0.587,0.3-0.6m
reobservation_official,52.02,0.442,bedrock,0.661,0.3-0.6m
reobservation_official,54.52,0.52,bedrock,0.689,0.3-0.6m
reobservation_official,57.15,0.541,bedrock,0.651,0.3-0.6m
reobservation_official,60.0,0.539,bedrock,0.538,0.3-0.6m
reobservation_official,62.69,0.612,bedrock,0.733,0.6-1.0m
reobservation_official,65.76,0.635,bedrock,0.618,0.6-1.0m
reobservation_official,67.55,0.681,soil,0.707,0.6-1.0m
reobservation_official,69.2,0.686,soil,0.569,0.6-1.0m
reobservation_official,75.76,0.748,sand,0.461,0.6-1.0m
reobservation_official,80.29,0.747,soil,0.485,0.6-1.0m
reobservation_official,84.81,0.726,soil,0.572,0.6-1.0m
reobservation_official,89.05,0.612,sand,0.56,0.6-1.0m
reobservation_official,92.93,0.563,sand,0.503,0.3-0.6m
reobservation_official,96.7,0.533,sand,0.525,0.3-0.6m
reobservation_official,99.97,0.521,sand,0.537,0.3-0.6m
reobservation_official,102.82,0.464,sand,0.607,0.3-0.6m
reobservation_official,107.98,0.392,sand,0.522,0.3-0.6m
reobservation_official,110.6,0.392,sand,0.686,0.3-0.6m
reobservation_official,113.24,0.351,sand,0.798,0.3-0.6m
reobservation_official,115.92,0.329,sand,0.564,0.3-0.6m
reobservation_official,118.78,0.277,sand,0.699,0.0-0.3m
reobservation_official,121.62,0.267,sand,0.667,0.0-0.3m
reobservation_official,125.02,0.258,soil,0.474,0.0-0.3m
reobservation_official,127.79,0.235,bedrock,0.591,0.0-0.3m
reobservation_official,130.46,0.238,soil,0.624,0.0-0.3m
reobservation_official,133.8,0.258,soil,0.542,0.0-0.3m
reobservation_official,143.48,0.294,bedrock,0.891,0.0-0.3m
reobservation_official,147.23,0.364,soil,0.544,0.3-0.6m
reobservation_official,150.44,0.378,soil,0.568,0.3-0.6m
reobservation_official,153.58,0.433,soil,0.674,0.3-0.6m
reobservation_official,158.44,0.502,sand,0.503,0.3-0.6m
reobservation_official,163.57,0.526,soil,0.609,0.3-0.6m
reobservation_official,167.65,0.534,soil,0.518,0.3-0.6m
reobservation_official,174.85,0.521,soil,0.643,0.3-0.6m
reobservation_official,177.63,0.51,sand,0.524,0.3-0.6m
reobservation_official,180.32,0.505,soil,0.539,0.3-0.6m
reobservation_official,183.24,0.417,sand,0.862,0.3-0.6m
reobservation_official,186.47,0.246,sand,0.792,0.0-0.3m
reobservation_official,189.17,0.076,sand,0.68,0.0-0.3m
reobservation_official,191.77,0.034,sand,0.681,0.0-0.3m
reobservation_official,194.64,0.032,sand,0.562,0.0-0.3m
reobservation_official,198.49,0.076,sand,0.732,0.0-0.3m
reobservation_official,207.28,0.092,sand,0.929,0.0-0.3m
reobservation_official,211.19,0.093,bedrock,0.53,0.0-0.3m
reobservation_official,214.52,0.096,soil,0.737,0.0-0.3m
reobservation_official,218.19,0.0,bedrock,0.606,0.0-0.3m
reobservation_official,222.57,0.241,bedrock,0.697,0.0-0.3m
reobservation_official,225.27,0.326,bedrock,0.541,0.3-0.6m
reobservation_official,227.77,0.341,sand,0.508,0.3-0.6m
reobservation_official,230.22,0.34,sand,0.611,0.3-0.6m
reobservation_official,232.62,0.309,soil,0.676,0.3-0.6m
reobservation_official,237.7,0.214,sand,0.921,0.0-0.3m
reobservation_official,240.14,0.189,sand,0.672,0.0-0.3m
reobservation_official,242.43,0.065,sand,0.857,0.0-0.3m
reobservation_official,245.49,0.108,sand,0.794,0.0-0.3m
reobservation_official,248.13,0.158,sand,0.931,0.0-0.3m
reobservation_official,251.04,0.179,sand,0.921,0.0-0.3m
reobservation_official,254.48,0.22,sand,0.715,0.0-0.3m
reobservation_official,257.51,0.316,sand,0.755,0.3-0.6m
reobservation_official,260.41,0.429,sand,0.555,0.3-0.6m
reobservation_official,263.72,0.463,sand,0.787,0.3-0.6m
reobservation_official,266.92,0.463,sand,0.701,0.3-0.6m
reobservation_official,273.78,0.463,sand,0.702,0.3-0.6m
reobservation_official,276.6,0.475,soil,0.74,0.3-0.6m
reobservation_official,279.45,0.566,soil,0.81,0.3-0.6m
reobservation_official,282.29,0.665,sand,0.676,0.6-1.0m
reobservation_official,285.2,0.663,soil,0.553,0.6-1.0m
reobservation_official,288.79,0.738,soil,0.726,0.6-1.0m
reobservation_official,291.65,0.782,soil,0.551,0.6-1.0m
reobservation_official,294.39,0.878,soil,0.537,0.6-1.0m
reobservation_official,297.06,1.013,soil,0.574,1.0-2.0m
reobservation_official,299.81,1.065,soil,0.681,1.0-2.0m
reobservation_official,305.11,1.278,soil,0.593,1.0-2.0m
reobservation_official,307.91,1.36,sand,0.512,1.0-2.0m
reobservation_official,310.47,1.387,sand,0.526,1.0-2.0m
reobservation_official,313.1,1.453,soil,0.537,1.0-2.0m
reobservation_official,315.98,1.48,sand,0.642,1.0-2.0m
reobservation_official,320.13,1.522,soil,0.785,1.0-2.0m
reobservation_official,322.78,1.548,sand,0.772,1.0-2.0m
reobservation_official,325.6,1.544,sand,0.893,1.0-2.0m
reobservation_official,328.5,1.529,sand,0.829,1.0-2.0m
reobservation_official,332.06,1.488,sand,0.568,1.0-2.0m
reobservation_official,340.93,1.464,sand,0.794,1.0-2.0m
reobservation_official,344.41,1.274,sand,0.585,1.0-2.0m
reobservation_official,346.9,1.197,sand,0.601,1.0-2.0m
reobservation_official,349.65,1.184,sand,0.554,1.0-2.0m
reobservation_official,352.89,1.135,sand,0.697,1.0-2.0m
reobservation_official,355.98,1.087,sand,0.809,1.0-2.0m
reobservation_official,358.6,1.058,soil,0.542,1.0-2.0m
reobservation_official,361.09,1.058,soil,0.763,1.0-2.0m
reobservation_official,363.96,1.06,soil,0.854,1.0-2.0m
reobservation_official,367.05,1.099,sand,0.611,1.0-2.0m
reobservation_official,373.1,1.261,sand,0.618,1.0-2.0m
reobservation_official,375.85,1.404,sand,0.66,1.0-2.0m
reobservation_official,378.53,1.432,sand,0.548,1.0-2.0m
reobservation_official,381.48,1.465,soil,0.86,1.0-2.0m
reobservation_official,385.09,1.49,sand,0.72,1.0-2.0m
reobservation_official,388.13,1.491,sand,0.628,1.0-2.0m
reobservation_official,391.63,1.451,sand,0.889,1.0-2.0m
reobservation_official,395.63,1.27,sand,0.92,1.0-2.0m
reobservation_official,404.06,1.221,sand,0.619,1.0-2.0m
reobservation_official,407.4,1.227,soil,0.904,1.0-2.0m
reobservation_official,410.93,1.325,soil,0.703,1.0-2.0m
reobservation_official,413.74,1.46,soil,0.942,1.0-2.0m
reobservation_official,417.05,1.52,sand,0.958,1.0-2.0m
reobservation_official,420.36,1.478,sand,0.678,1.0-2.0m
reobservation_official,423.75,1.413,sand,0.804,1.0-2.0m
reobservation_official,427.29,1.402,sand,0.956,1.0-2.0m
reobservation_official,436.57,1.366,sand,0.913,1.0-2.0m
reobservation_official,439.99,1.367,soil,0.548,1.0-2.0m
reobservation_official,443.62,1.225,sand,0.589,1.0-2.0m
reobservation_official,447.53,1.012,sand,0.736,1.0-2.0m
reobservation_official,451.13,0.931,sand,0.735,0.6-1.0m
reobservation_official,454.07,0.909,sand,0.54,0.6-1.0m
reobservation_official,456.84,0.856,sand,0.836,0.6-1.0m
reobservation_official,460.18,0.844,sand,0.506,0.6-1.0m
reobservation_official,464.44,0.782,soil,0.557,0.6-1.0m
reobservation_official,472.38,0.741,sand,0.853,0.6-1.0m
reobservation_official,475.66,0.742,sand,0.79,0.6-1.0m
reobservation_official,478.48,0.745,soil,0.722,0.6-1.0m
reobservation_official,481.48,0.775,sand,0.9,0.6-1.0m
reobservation_official,485.15,0.858,sand,0.735,0.6-1.0m
