elapsed_s,terrain,confidence,traversability_score,speed_ms,x_est
78.95,bedrock,0.922,0.6479,0.0333,1.12
79.05,bedrock,0.922,0.6479,0.0333,1.12
79.05,bedrock,0.922,0.6479,0.0333,1.12
79.14,bedrock,0.922,0.6479,0.0333,1.12
79.14,bedrock,0.922,0.6479,0.0333,1.13
79.24,bedrock,0.922,0.6479,0.0333,1.13
79.24,bedrock,0.922,0.6479,0.0333,1.13
79.34,bedrock,0.922,0.6479,0.0333,1.13
79.34,bedrock,0.922,0.6479,0.0333,1.13
79.4,bedrock,0.931,0.6479,0.0333,1.13
79.4,bedrock,0.931,0.6537,0.0333,1.13
79.45,bedrock,0.931,0.6537,0.0342,1.13
79.54,bedrock,0.931,0.6537,0.0342,1.14
79.54,bedrock,0.931,0.6537,0.0342,1.14
79.64,bedrock,0.931,0.6537,0.0342,1.14
79.64,bedrock,0.931,0.6537,0.0342,1.14
79.74,bedrock,0.931,0.6537,0.0342,1.14
79.74,bedrock,0.931,0.6537,0.0342,1.15
79.84,bedrock,0.931,0.6537,0.0342,1.15
79.84,bedrock,0.931,0.6537,0.0342,1.15
79.95,bedrock,0.931,0.6537,0.0342,1.15
79.95,bedrock,0.931,0.6537,0.0342,1.15
80.05,bedrock,0.931,0.6537,0.0342,1.15
80.05,bedrock,0.923,0.6537,0.0342,1.16
80.06,bedrock,0.923,0.6489,0.0342,1.16
80.14,bedrock,0.923,0.6489,0.0347,1.16
80.25,bedrock,0.923,0.6489,0.0347,1.16
80.25,bedrock,0.923,0.6489,0.0347,1.16
80.35,bedrock,0.923,0.6489,0.0347,1.16
80.37,bedrock,0.923,0.6489,0.0347,1.17
80.44,bedrock,0.923,0.6489,0.0347,1.17
80.55,bedrock,0.923,0.6489,0.0347,1.17
80.55,bedrock,0.923,0.6489,0.0347,1.17
80.64,bedrock,0.923,0.6489,0.0347,1.17
80.72,bedrock,0.898,0.6489,0.0347,1.18
80.75,bedrock,0.898,0.6335,0.0347,1.18
80.75,bedrock,0.898,0.6335,0.0354,1.18
80.84,bedrock,0.898,0.6335,0.0354,1.18
80.94,bedrock,0.898,0.6335,0.0354,1.18
80.94,bedrock,0.898,0.6335,0.0354,1.19
81.04,bedrock,0.898,0.6335,0.0354,1.19
81.04,bedrock,0.898,0.6335,0.0354,1.19
81.15,bedrock,0.898,0.6335,0.0354,1.19
81.16,bedrock,0.898,0.6335,0.0354,1.19
81.24,bedrock,0.898,0.6335,0.0354,1.2
81.34,bedrock,0.898,0.6335,0.0354,1.2
81.34,bedrock,0.898,0.6335,0.0354,1.2
81.37,bedrock,0.737,0.6335,0.0354,1.2
81.39,bedrock,0.737,0.5215,0.0354,1.2
81.44,bedrock,0.737,0.5215,0.0386,1.2
81.56,bedrock,0.737,0.5215,0.0386,1.2
81.56,bedrock,0.737,0.5215,0.0386,1.21
81.64,bedrock,0.737,0.5215,0.0386,1.21
81.74,bedrock,0.737,0.5215,0.0386,1.21
81.74,bedrock,0.737,0.5215,0.0386,1.22
81.84,bedrock,0.737,0.5215,0.0386,1.22
81.85,bedrock,0.737,0.5215,0.0386,1.22
81.95,bedrock,0.737,0.5215,0.0386,1.22
81.95,bedrock,0.737,0.5215,0.0386,1.22
82.04,bedrock,0.737,0.5215,0.0386,1.22
82.05,bedrock,0.557,0.5215,0.0386,1.23
82.05,bedrock,0.557,0.3962,0.0386,1.23
82.14,bedrock,0.557,0.3962,0.045,1.23
82.24,bedrock,0.557,0.3962,0.045,1.23
82.24,bedrock,0.557,0.3962,0.045,1.24
82.34,bedrock,0.557,0.3962,0.045,1.24
82.34,bedrock,0.557,0.3962,0.045,1.24
82.45,bedrock,0.557,0.3962,0.045,1.24
82.45,bedrock,0.557,0.3962,0.045,1.25
82.54,bedrock,0.557,0.3962,0.045,1.25
82.65,bedrock,0.557,0.3962,0.045,1.25
82.65,bedrock,0.557,0.3962,0.045,1.25
82.71,soil,0.548,0.3962,0.045,1.25
82.71,soil,0.548,0.3151,0.045,1.26
82.81,soil,0.548,0.3151,0.045,1.26
82.85,soil,0.548,0.3151,0.0533,1.26
82.95,soil,0.548,0.3151,0.0533,1.26
82.95,soil,0.548,0.3151,0.0533,1.27
86.02,soil,0.548,0.3151,0.0533,1.27
86.12,soil,0.548,0.3151,0.0533,1.43
86.25,soil,0.548,0.3151,0.0,1.44
86.25,soil,0.548,0.3151,0.0,1.45
86.25,soil,0.548,0.3151,0.0,1.45
86.34,soil,0.548,0.3151,0.0,1.45
86.37,soil,0.624,0.3151,0.0,1.45
86.37,soil,0.624,0.2622,0.0,1.45
86.48,soil,0.624,0.2622,0.0,1.45
86.55,soil,0.624,0.2622,0.0,1.45
86.64,soil,0.624,0.2622,0.0626,1.45
86.75,soil,0.624,0.2622,0.0626,1.45
86.75,soil,0.624,0.2622,0.0626,1.45
86.85,soil,0.624,0.2622,0.0626,1.45
86.95,soil,0.624,0.2622,0.0626,1.46
86.95,soil,0.624,0.2622,0.0626,1.46
87.04,soil,0.624,0.2622,0.0626,1.46
87.07,soil,0.683,0.2622,0.0626,1.47
87.08,soil,0.683,0.2213,0.0626,1.47
87.15,soil,0.683,0.2213,0.0701,1.47
87.24,soil,0.683,0.2213,0.0701,1.48
87.24,soil,0.683,0.2213,0.0701,1.48
87.36,soil,0.683,0.2213,0.0701,1.48
87.36,soil,0.683,0.2213,0.0701,1.49
87.46,soil,0.683,0.2213,0.0701,1.49
87.55,soil,0.683,0.2213,0.0701,1.5
87.64,soil,0.683,0.2213,0.0701,1.51
87.71,soil,0.775,0.2213,0.0701,1.51
87.71,soil,0.775,0.1576,0.0701,1.52
87.74,soil,0.775,0.1576,0.0761,1.52
87.85,soil,0.775,0.1576,0.0761,1.52
87.85,soil,0.775,0.1576,0.0761,1.53
87.94,soil,0.775,0.1576,0.0761,1.53
88.04,soil,0.775,0.1576,0.0761,1.53
88.04,soil,0.775,0.1576,0.0761,1.54
88.14,soil,0.775,0.1576,0.0761,1.54
88.14,soil,0.775,0.1576,0.0761,1.55
88.24,soil,0.775,0.1576,0.0761,1.55
88.24,soil,0.775,0.1576,0.0761,1.56
88.31,soil,0.706,0.1576,0.0761,1.56
88.32,soil,0.706,0.2043,0.0761,1.56
88.34,soil,0.706,0.2043,0.0789,1.56
88.45,soil,0.706,0.2043,0.0789,1.56
88.45,soil,0.706,0.2043,0.0789,1.57
88.54,soil,0.706,0.2043,0.0789,1.57
88.64,soil,0.706,0.2043,0.0789,1.58
88.64,soil,0.706,0.2043,0.0789,1.59
88.76,soil,0.706,0.2043,0.0789,1.59
88.76,soil,0.706,0.2043,0.0789,1.6
88.84,soil,0.706,0.2043,0.0789,1.6
88.96,soil,0.706,0.2043,0.0789,1.6
88.96,soil,0.706,0.2043,0.0789,1.61
89.05,soil,0.706,0.2043,0.0789,1.61
89.11,soil,0.54,0.2043,0.0789,1.62
89.11,soil,0.54,0.3218,0.0789,1.62
89.14,soil,0.54,0.3218,0.0774,1.62
89.24,soil,0.54,0.3218,0.0774,1.63
89.24,soil,0.54,0.3218,0.0774,1.63
89.34,soil,0.54,0.3218,0.0774,1.63
89.34,soil,0.54,0.3218,0.0774,1.64
89.44,soil,0.54,0.3218,0.0774,1.64
89.44,soil,0.54,0.3218,0.0774,1.65
89.56,soil,0.54,0.3218,0.0774,1.65
89.56,soil,0.54,0.3218,0.0774,1.66
89.64,soil,0.54,0.3218,0.0774,1.66
89.7,soil,0.747,0.3218,0.0774,1.67
89.71,soil,0.747,0.1772,0.0774,1.67
89.74,soil,0.747,0.1772,0.0785,1.67
89.84,soil,0.747,0.1772,0.0785,1.67
89.94,soil,0.747,0.1772,0.0785,1.68
89.94,soil,0.747,0.1772,0.0785,1.69
